persona,pattern,pattern_def,thought,scenario,persona_in_scenario,thought_in_scenario
my favorite food is pizza . my favorite color is red . i am a student . i have a pet dog . i'm an only child .,Mental filtering,Filtering distortions occur when an individual dwells only on the negative details of a situation and filters out the positive aspects.,My favorite food is pizza but that's such a common answer it becomes irrelevant.,"my favorite food is pizza . my favorite color is red . i am a student . i have a pet dog . i'm an only child . It's something I think about regularly. My favorite food is pizza but that's such a common answer it becomes irrelevant. These thoughts may seem odd to others, but they've become a familiar part of my daily life.",TRUE,TRUE
i love to read the bible before i go to bed . i favorite brand of clothing is donna karen . i sing in the church choir every sunday . i am an middle school teacher for 8th grade .,Labeling and mislabeling,"A form of overgeneralization; attributing a person's actions to their character instead of to an attribute. Rather than assuming the behaviour to be accidental or otherwise extrinsic, one assigns a label to someone or something that is based on the inferred character of that person or thing.",One of my students got a D on the quiz. I am the worst teacher in the middle school.,"i love to read the bible before i go to bed . i favorite brand of clothing is donna karen . i sing in the church choir every sunday . i am an middle school teacher for 8th grade . It's funny how these things come to mind every now and then. One of my students got a D on the quiz. I am the worst teacher in the middle school. It makes me wonder why I think this way, but I've grown used to it.",TRUE,TRUE
i am thinking of becoming a mother next year . i'm bipolar . i go to work early in the morning as a nurse . i'm a mother of three . i love to eat pita bread with hummus .,Personalization,Personalization is assigning personal blame disproportionate to the level of control a person realistically has in a given situation.,"I'm bipolar, so I can never be a real success at nursing.","i am thinking of becoming a mother next year . i'm bipolar . i go to work early in the morning as a nurse . i'm a mother of three . i love to eat pita bread with hummus . I often revisit these ideas. I'm bipolar, so I can never be a real success at nursing. It may not make sense to everyone, but to me, it's just a part of my world.",TRUE,TRUE
i like to eat tune . i've two cats . i like to read books . i'm a librarian in my current job .,Catastrophizing,"Catastrophizing: Giving greater weight to the worst possible outcome, however unlikely, or experiencing a situation as unbearable or impossible when it is just uncomfortable.","One of my cats is missing, maybe she was killed by a car.","i like to eat tune . i've two cats . i like to read books . i'm a librarian in my current job . These are the things that run through my mind on quiet days. One of my cats is missing, maybe she was killed by a car. I've learned to accept these thoughts, even if they're a bit strange.",TRUE,TRUE
i am a technician . i love history . my father was a dry wall finisher . i love to play softball . my mother was an rn .,Labeling and mislabeling,"A form of overgeneralization; attributing a person's actions to their character instead of to an attribute. Rather than assuming the behaviour to be accidental or otherwise extrinsic, one assigns a label to someone or something that is based on the inferred character of that person or thing.",I struck out while playing softball.  I'm the worst batter in history.,"i am a technician . i love history . my father was a dry wall finisher . i love to play softball . my mother was an rn . I find myself reflecting on these traits quite often. I struck out while playing softball.  I'm the worst batter in history. It's strange how sometimes my mind wanders to these odd places, but I guess that's just a part of who I am.",TRUE,TRUE
i'm applying for publishing jobs . my favorite color is green . my mother is a librarian . i used to wear glasses as a child . the only autographs i have ever wanted are from authors .,Jumping to conclusions: mind reading,"Inferring a person's possible or probable (usually negative) thoughts from their behavior and nonverbal communication; taking precautions against the worst suspected case without asking the person.
",No one is hiring me for publishing jobs. They've probably heard bad rumors about me.,"i'm applying for publishing jobs . my favorite color is green . my mother is a librarian . i used to wear glasses as a child . the only autographs i have ever wanted are from authors . It's something I think about regularly. No one is hiring me for publishing jobs. They've probably heard bad rumors about me. These thoughts may seem odd to others, but they've become a familiar part of my daily life.",TRUE,TRUE
i m a people person . but i m a frustrated driver . my husband works at a telecom . i am a mother of 2 daughters . i love adventures like mountain climbing .,Labeling and mislabeling,"A form of overgeneralization; attributing a person's actions to their character instead of to an attribute. Rather than assuming the behaviour to be accidental or otherwise extrinsic, one assigns a label to someone or something that is based on the inferred character of that person or thing.","I forgot to bring my gloves for climbing, I am a useless climber.","i m a people person . but i m a frustrated driver . my husband works at a telecom . i am a mother of 2 daughters . i love adventures like mountain climbing . It's funny how these things come to mind every now and then. I forgot to bring my gloves for climbing, I am a useless climber. It makes me wonder why I think this way, but I've grown used to it.",TRUE,TRUE
i wish i was taller so i could reach the cookie jar . i lay awake at night so i can watch the stars . i want a porsche . i'm often late for class .,Black-and-white or polarized thinking / All or nothing thinking,"Looking at life in all-or-nothing categories. Either things are a success or a failure; either they are good or bad; there is no in-between, no good enough or partial success.","I wish I was taller so I could reach the cookie jar, my life is ruined and I'll never be able to get a cookie.","i wish i was taller so i could reach the cookie jar . i lay awake at night so i can watch the stars . i want a porsche . i'm often late for class . I often revisit these ideas. I wish I was taller so I could reach the cookie jar, my life is ruined and I'll never be able to get a cookie. It may not make sense to everyone, but to me, it's just a part of my world.",TRUE,TRUE
i m scared of left turns . i think i m failing my women s studies class . i got hired last week at mcdonald s . i have four siblings . i drive a blue honda civic .,Mental filtering,Filtering distortions occur when an individual dwells only on the negative details of a situation and filters out the positive aspects.,"I got hired last week at McDonad's, but there are always too many customers and the place smells of frying oil.","i m scared of left turns . i think i m failing my women s studies class . i got hired last week at mcdonald s . i have four siblings . i drive a blue honda civic . These are the things that run through my mind on quiet days. I got hired last week at McDonad's, but there are always too many customers and the place smells of frying oil. I've learned to accept these thoughts, even if they're a bit strange.",TRUE,TRUE
"i'm a barista . i can speak arabic , english , and french . my family is from algeria . i play jazz piano in a band . i like to go hiking on the weekends .",Should statements,"Expecting the world to be different than it is, demanding particular achievements or behaviors regardless of the realistic circumstances of the situation.","I'm a barista, but I should have a better job by now.","i'm a barista . i can speak arabic , english , and french . my family is from algeria . i play jazz piano in a band . i like to go hiking on the weekends . I find myself reflecting on these traits quite often. I'm a barista, but I should have a better job by now. It's strange how sometimes my mind wanders to these odd places, but I guess that's just a part of who I am.",TRUE,TRUE
i have been to every state except alaska . i love cabins in the woods on the lake . i like to paddle board . i like to visit places around the world .,Mental filtering,Filtering distortions occur when an individual dwells only on the negative details of a situation and filters out the positive aspects.,I can not believe i have never been to Alaska.  I am so under privlaged and not cultured at all no one will like me until i got o alaska.,"i have been to every state except alaska . i love cabins in the woods on the lake . i like to paddle board . i like to visit places around the world . It's something I think about regularly. I can not believe i have never been to Alaska.  I am so under privlaged and not cultured at all no one will like me until i got o alaska. These thoughts may seem odd to others, but they've become a familiar part of my daily life.",TRUE,TRUE
i have my own salon . i live on a boat . my hair is colored purple . i got married last year .,Black-and-white or polarized thinking / All or nothing thinking,"Looking at life in all-or-nothing categories. Either things are a success or a failure; either they are good or bad; there is no in-between, no good enough or partial success.",I love my boat but what if it sinks? I love my partner but they are probably going to leave me...,"i have my own salon . i live on a boat . my hair is colored purple . i got married last year . It's funny how these things come to mind every now and then. I love my boat but what if it sinks? I love my partner but they are probably going to leave me... It makes me wonder why I think this way, but I've grown used to it.",TRUE,TRUE
since young i ve loved fashion . i moved to ny to study in a prestigious designing school . my inspirations are alexander mcqueen and coco chanel . my desire is to becom a fashion designer . i love to go shopping and inspire myself in stylish stores .,Labeling and mislabeling,"A form of overgeneralization; attributing a person's actions to their character instead of to an attribute. Rather than assuming the behaviour to be accidental or otherwise extrinsic, one assigns a label to someone or something that is based on the inferred character of that person or thing.","I didn't pass fashion design school, I'm so clueless.","since young i ve loved fashion . i moved to ny to study in a prestigious designing school . my inspirations are alexander mcqueen and coco chanel . my desire is to becom a fashion designer . i love to go shopping and inspire myself in stylish stores . I often revisit these ideas. I didn't pass fashion design school, I'm so clueless. It may not make sense to everyone, but to me, it's just a part of my world.",TRUE,TRUE
"i listen to techno music , exclusively . i'm an anime fan . my job involves building drones . my wardrobe is all band tees .",Catastrophizing,"Catastrophizing: Giving greater weight to the worst possible outcome, however unlikely, or experiencing a situation as unbearable or impossible when it is just uncomfortable.",I am a big anime fan. My head will be sliced off with a sword just like my favorite character.,"i listen to techno music , exclusively . i'm an anime fan . my job involves building drones . my wardrobe is all band tees . These are the things that run through my mind on quiet days. I am a big anime fan. My head will be sliced off with a sword just like my favorite character. I've learned to accept these thoughts, even if they're a bit strange.",TRUE,TRUE
i go surfing any chance i get . i earn passive income that no one knows about . i could never be locked down to one partner . my dreams are often bizarre . my favorite band is the muggers .,Labeling and mislabeling,"A form of overgeneralization; attributing a person's actions to their character instead of to an attribute. Rather than assuming the behaviour to be accidental or otherwise extrinsic, one assigns a label to someone or something that is based on the inferred character of that person or thing.","I tired to go surfing today but I was unable to get up on the board, I'm such a useless surfer.","i go surfing any chance i get . i earn passive income that no one knows about . i could never be locked down to one partner . my dreams are often bizarre . my favorite band is the muggers . I find myself reflecting on these traits quite often. I tired to go surfing today but I was unable to get up on the board, I'm such a useless surfer. It's strange how sometimes my mind wanders to these odd places, but I guess that's just a part of who I am.",TRUE,TRUE
i want to move to london when i get older . i work for nike as an accountant . i love soccer . i have 3 brothers . i like to invest in the stock market .,Jumping to conclusions: Fortune-telling,Predicting outcomes (usually negative) of events.,"I booked tickets to London, the weather there will be terrible.","i want to move to london when i get older . i work for nike as an accountant . i love soccer . i have 3 brothers . i like to invest in the stock market . It's something I think about regularly. I booked tickets to London, the weather there will be terrible. These thoughts may seem odd to others, but they've become a familiar part of my daily life.",TRUE,TRUE
my favorite band is rise against . my favorite team is the raptors . i usually go to bed late . i like sports . i am studying to be a dentist .,Labeling and mislabeling,"A form of overgeneralization; attributing a person's actions to their character instead of to an attribute. Rather than assuming the behaviour to be accidental or otherwise extrinsic, one assigns a label to someone or something that is based on the inferred character of that person or thing.",I usually go to bed late. I'll never success in my life,"my favorite band is rise against . my favorite team is the raptors . i usually go to bed late . i like sports . i am studying to be a dentist . It's funny how these things come to mind every now and then. I usually go to bed late. I'll never success in my life It makes me wonder why I think this way, but I've grown used to it.",TRUE,TRUE
"i love hiking and staying fit . i work as a personal trainer , 5 days a week . my name is dave . i go fishing on the weekends to relax . i live in las vegas , nevada .",Black-and-white or polarized thinking / All or nothing thinking,"Looking at life in all-or-nothing categories. Either things are a success or a failure; either they are good or bad; there is no in-between, no good enough or partial success.","I go fishing on weekends, but the weather was bad. The whole weekend is completely ruined.","i love hiking and staying fit . i work as a personal trainer , 5 days a week . my name is dave . i go fishing on the weekends to relax . i live in las vegas , nevada . I often revisit these ideas. I go fishing on weekends, but the weather was bad. The whole weekend is completely ruined. It may not make sense to everyone, but to me, it's just a part of my world.",TRUE,TRUE
i'm a happy person . i sing many songs . i especially enjoy listening to the band the lumineers . i enjoy reading and walking on sunny days .,Labeling and mislabeling,"A form of overgeneralization; attributing a person's actions to their character instead of to an attribute. Rather than assuming the behaviour to be accidental or otherwise extrinsic, one assigns a label to someone or something that is based on the inferred character of that person or thing.",It sounded out of tune when I was singing in my car this morning. I am the worst singer in the world.,"i'm a happy person . i sing many songs . i especially enjoy listening to the band the lumineers . i enjoy reading and walking on sunny days . These are the things that run through my mind on quiet days. It sounded out of tune when I was singing in my car this morning. I am the worst singer in the world. I've learned to accept these thoughts, even if they're a bit strange.",TRUE,TRUE
i am a paper salesman . i live on a beet farm . my favorite animal is a bear . i think beets are the best vegetable .,Overgeneralization,"Someone who overgeneralizes makes faulty generalizations from insufficient evidence. Even if something bad happens only once, it is expected to happen over and over again.",I live on a beet farm so I'll never afford a new place,"i am a paper salesman . i live on a beet farm . my favorite animal is a bear . i think beets are the best vegetable . I find myself reflecting on these traits quite often. I live on a beet farm so I'll never afford a new place It's strange how sometimes my mind wanders to these odd places, but I guess that's just a part of who I am.",TRUE,TRUE
i am a mother of three . i am thinking of becoming a mother next year . i love to eat pita bread with hummus . i am bipolar . i go to work early in the morning as a nurse .,Personalization,Personalization is assigning personal blame disproportionate to the level of control a person realistically has in a given situation.,My first pregnancy ended in a miscarriage. I think they would have survived if I was a better mom.,"i am a mother of three . i am thinking of becoming a mother next year . i love to eat pita bread with hummus . i am bipolar . i go to work early in the morning as a nurse . It's something I think about regularly. My first pregnancy ended in a miscarriage. I think they would have survived if I was a better mom. These thoughts may seem odd to others, but they've become a familiar part of my daily life.",TRUE,TRUE
i graduated high school in 1986 . i hope to become a music teacher after retirement . i play piano . i am doing financial business now . i've a ten year old son .,Catastrophizing,"Catastrophizing: Giving greater weight to the worst possible outcome, however unlikely, or experiencing a situation as unbearable or impossible when it is just uncomfortable.",I am doing financial business now.  My company will fail due to the weak economy.  I will become homeless and die on the streets.,"i graduated high school in 1986 . i hope to become a music teacher after retirement . i play piano . i am doing financial business now . i've a ten year old son . It's funny how these things come to mind every now and then. I am doing financial business now.  My company will fail due to the weak economy.  I will become homeless and die on the streets. It makes me wonder why I think this way, but I've grown used to it.",TRUE,TRUE
i can t cook . every day i drive an hour to work in this horrible traffic . i m an ovo vegetarian . i can t stand beets . i enjoy sleeping in on my days off .,Black-and-white or polarized thinking / All or nothing thinking,"Looking at life in all-or-nothing categories. Either things are a success or a failure; either they are good or bad; there is no in-between, no good enough or partial success.",I can't cook.  I will probably starve to death.,"i can t cook . every day i drive an hour to work in this horrible traffic . i m an ovo vegetarian . i can t stand beets . i enjoy sleeping in on my days off . I often revisit these ideas. I can't cook.  I will probably starve to death. It may not make sense to everyone, but to me, it's just a part of my world.",TRUE,TRUE
"i have a pencil thin mustache . i have six tattoos , all of cats . my mother is a ballet dancer . i am from baltimore md .",Jumping to conclusions: Fortune-telling,Predicting outcomes (usually negative) of events.,"I am from Baltimore, so I will be a victim of gang violence.","i have a pencil thin mustache . i have six tattoos , all of cats . my mother is a ballet dancer . i am from baltimore md . These are the things that run through my mind on quiet days. I am from Baltimore, so I will be a victim of gang violence. I've learned to accept these thoughts, even if they're a bit strange.",TRUE,TRUE
i am in the navy . i listen to folk music . whittling is my favorite hobby . i'm an orphan who was in the foster care system .,Labeling and mislabeling,"A form of overgeneralization; attributing a person's actions to their character instead of to an attribute. Rather than assuming the behaviour to be accidental or otherwise extrinsic, one assigns a label to someone or something that is based on the inferred character of that person or thing.","I currently am in the navy, I'm probably going to be labeled as a war criminal forever.","i am in the navy . i listen to folk music . whittling is my favorite hobby . i'm an orphan who was in the foster care system . I find myself reflecting on these traits quite often. I currently am in the navy, I'm probably going to be labeled as a war criminal forever. It's strange how sometimes my mind wanders to these odd places, but I guess that's just a part of who I am.",TRUE,TRUE
i am currently a stay at home mom while my husband is the sole provider . i have two children . i'm thirty years old . we have two pets as well .,Jumping to conclusions: mind reading,"Inferring a person's possible or probable (usually negative) thoughts from their behavior and nonverbal communication; taking precautions against the worst suspected case without asking the person.
",I'm a stay at home mom. I'm sure people think I don't want to work.,"i am currently a stay at home mom while my husband is the sole provider . i have two children . i'm thirty years old . we have two pets as well . It's something I think about regularly. I'm a stay at home mom. I'm sure people think I don't want to work. These thoughts may seem odd to others, but they've become a familiar part of my daily life.",TRUE,TRUE
i am considered a nerd by many . i love computers . i'm very good at math and science . i started working at google last week on self driving car research . i i love logical and rational thinking .,Labeling and mislabeling,"A form of overgeneralization; attributing a person's actions to their character instead of to an attribute. Rather than assuming the behaviour to be accidental or otherwise extrinsic, one assigns a label to someone or something that is based on the inferred character of that person or thing.",Many consider me a nerd. I'm such useless social person.,"i am considered a nerd by many . i love computers . i'm very good at math and science . i started working at google last week on self driving car research . i i love logical and rational thinking . It's funny how these things come to mind every now and then. Many consider me a nerd. I'm such useless social person. It makes me wonder why I think this way, but I've grown used to it.",TRUE,TRUE
i take the subway to work everyday . i'm a vegetarian . every fall i visit my sister in canada . i'm afraid of clowns . i have four cats .,Mental filtering,Filtering distortions occur when an individual dwells only on the negative details of a situation and filters out the positive aspects.,"I visited my sister in Canada this fall. It was horrible. Even though it's beautiful, the weather was so cold we had to stay inside most day.","i take the subway to work everyday . i'm a vegetarian . every fall i visit my sister in canada . i'm afraid of clowns . i have four cats . I often revisit these ideas. I visited my sister in Canada this fall. It was horrible. Even though it's beautiful, the weather was so cold we had to stay inside most day. It may not make sense to everyone, but to me, it's just a part of my world.",TRUE,TRUE
my family is very important to me . i work all the time . i drive a nice car . my brothers work with me .,Black-and-white or polarized thinking / All or nothing thinking,"Looking at life in all-or-nothing categories. Either things are a success or a failure; either they are good or bad; there is no in-between, no good enough or partial success.",If my car breaks down my career will suffer.,"my family is very important to me . i work all the time . i drive a nice car . my brothers work with me . These are the things that run through my mind on quiet days. If my car breaks down my career will suffer. I've learned to accept these thoughts, even if they're a bit strange.",TRUE,TRUE
i collect stamps . my mom taught me how to play the cello . my favorite color is blue . everyday i go swimming at the y . i love going to concerts on the weekend .,Overgeneralization,"Someone who overgeneralizes makes faulty generalizations from insufficient evidence. Even if something bad happens only once, it is expected to happen over and over again.",My mom taught me how to play the cello but I always flub my auditions. I will never perform well under pressure.,"i collect stamps . my mom taught me how to play the cello . my favorite color is blue . everyday i go swimming at the y . i love going to concerts on the weekend . I find myself reflecting on these traits quite often. My mom taught me how to play the cello but I always flub my auditions. I will never perform well under pressure. It's strange how sometimes my mind wanders to these odd places, but I guess that's just a part of who I am.",TRUE,TRUE
i want to teach kids in elementary school . on weekends i like to go hiking . i just graduated college . my major was american literature and education . i live in a big city .,Jumping to conclusions: Fortune-telling,Predicting outcomes (usually negative) of events.,I want to teach kids but I'll never be a teacher because the job market is so competitive.,"i want to teach kids in elementary school . on weekends i like to go hiking . i just graduated college . my major was american literature and education . i live in a big city . It's something I think about regularly. I want to teach kids but I'll never be a teacher because the job market is so competitive. These thoughts may seem odd to others, but they've become a familiar part of my daily life.",TRUE,TRUE
"i grow the tallest sunfloweres you ve ever seen . my husband and i've a suicide pact . i spend most of my days working at my church s food pantry . i love agatha christie novels . i've 5 children , though 2 have passed away .",Should statements,"Expecting the world to be different than it is, demanding particular achievements or behaviors regardless of the realistic circumstances of the situation.",My sunflowers grow so well that I should win 1st place in the gardening competition.,"i grow the tallest sunfloweres you ve ever seen . my husband and i've a suicide pact . i spend most of my days working at my church s food pantry . i love agatha christie novels . i've 5 children , though 2 have passed away . It's funny how these things come to mind every now and then. My sunflowers grow so well that I should win 1st place in the gardening competition. It makes me wonder why I think this way, but I've grown used to it.",TRUE,TRUE
i enjoy running . one of my favorite hobbies is gaming . i enjoy visiting national parks . my favorite color is green . i currently work in an office job .,Overgeneralization,"Someone who overgeneralizes makes faulty generalizations from insufficient evidence. Even if something bad happens only once, it is expected to happen over and over again.",I tripped when visiting the local park. I'll never be able to walk there safely.,"i enjoy running . one of my favorite hobbies is gaming . i enjoy visiting national parks . my favorite color is green . i currently work in an office job . I often revisit these ideas. I tripped when visiting the local park. I'll never be able to walk there safely. It may not make sense to everyone, but to me, it's just a part of my world.",TRUE,TRUE
i love the colors yellow and teal . i want to learn how to fly an airplane . i am a mortician . my favorite movie is dirty harry . i collect stamps .,Labeling and mislabeling,"A form of overgeneralization; attributing a person's actions to their character instead of to an attribute. Rather than assuming the behaviour to be accidental or otherwise extrinsic, one assigns a label to someone or something that is based on the inferred character of that person or thing.",I can't find the last stamp I need to finish a series.  I'm such a useless collector.,"i love the colors yellow and teal . i want to learn how to fly an airplane . i am a mortician . my favorite movie is dirty harry . i collect stamps . These are the things that run through my mind on quiet days. I can't find the last stamp I need to finish a series.  I'm such a useless collector. I've learned to accept these thoughts, even if they're a bit strange.",TRUE,TRUE
my favorite singer is jacob sartorius . in my freetime i enjoy cloud watching . my idea of flirting is to stare from a distance . i work a dead end 9 to 5 job as a snakeskin oil salesman .,Black-and-white or polarized thinking / All or nothing thinking,"Looking at life in all-or-nothing categories. Either things are a success or a failure; either they are good or bad; there is no in-between, no good enough or partial success.",I was planning to do some cloud watching this weekend but it will be sunny. My entire weekend is ruined.,"my favorite singer is jacob sartorius . in my freetime i enjoy cloud watching . my idea of flirting is to stare from a distance . i work a dead end 9 to 5 job as a snakeskin oil salesman . I find myself reflecting on these traits quite often. I was planning to do some cloud watching this weekend but it will be sunny. My entire weekend is ruined. It's strange how sometimes my mind wanders to these odd places, but I guess that's just a part of who I am.",TRUE,TRUE
i like sports . my favorite band is rise against . i usually go to bed late . my favorite team is the raptors . i am studying to be a dentist .,Overgeneralization,"Someone who overgeneralizes makes faulty generalizations from insufficient evidence. Even if something bad happens only once, it is expected to happen over and over again.",I usually go to be late. I'll never be able to succeed in my life,"i like sports . my favorite band is rise against . i usually go to bed late . my favorite team is the raptors . i am studying to be a dentist . It's something I think about regularly. I usually go to be late. I'll never be able to succeed in my life These thoughts may seem odd to others, but they've become a familiar part of my daily life.",TRUE,TRUE
i like to eat tune . i've two cats . i like to read books . i'm a librarian in my current job .,Labeling and mislabeling,"A form of overgeneralization; attributing a person's actions to their character instead of to an attribute. Rather than assuming the behaviour to be accidental or otherwise extrinsic, one assigns a label to someone or something that is based on the inferred character of that person or thing.","I don't have the time to foster kittens, I should get rid of my two cats because I can't take care of animals.","i like to eat tune . i've two cats . i like to read books . i'm a librarian in my current job . It's funny how these things come to mind every now and then. I don't have the time to foster kittens, I should get rid of my two cats because I can't take care of animals. It makes me wonder why I think this way, but I've grown used to it.",TRUE,TRUE
i like to play video games . my father used to be a mechanic . i have been working the same job for two years . i am a musician . my favorite band is hop along .,Personalization,Personalization is assigning personal blame disproportionate to the level of control a person realistically has in a given situation.,"I lost a level in my Super Mario game, it's because I'm not talented","i like to play video games . my father used to be a mechanic . i have been working the same job for two years . i am a musician . my favorite band is hop along . I often revisit these ideas. I lost a level in my Super Mario game, it's because I'm not talented It may not make sense to everyone, but to me, it's just a part of my world.",TRUE,TRUE
i work in a movie theater . nachos make me happy . i m constantly making short films with the camcorder my parents got me . my boyfriend is in acting school . i hate popcorn .,Mental filtering,Filtering distortions occur when an individual dwells only on the negative details of a situation and filters out the positive aspects.,I work in a movie theater. I want to quit my job because moviegoers are always so noisy.,"i work in a movie theater . nachos make me happy . i m constantly making short films with the camcorder my parents got me . my boyfriend is in acting school . i hate popcorn . These are the things that run through my mind on quiet days. I work in a movie theater. I want to quit my job because moviegoers are always so noisy. I've learned to accept these thoughts, even if they're a bit strange.",TRUE,TRUE
i collect stamps . i love the colors yellow and teal . i am a mortician . i want to learn how to fly an airplane .,Should statements,"Expecting the world to be different than it is, demanding particular achievements or behaviors regardless of the realistic circumstances of the situation.","I want to fly so bad, flying schools should allow complete beginners to at least have the chance to take a plane for a little flight.","i collect stamps . i love the colors yellow and teal . i am a mortician . i want to learn how to fly an airplane . I find myself reflecting on these traits quite often. I want to fly so bad, flying schools should allow complete beginners to at least have the chance to take a plane for a little flight. It's strange how sometimes my mind wanders to these odd places, but I guess that's just a part of who I am.",TRUE,TRUE
my college courses are on philosophy and history . i ride my bike to class since it s only a mile away . i write short stories in my document tab with the use of a prompting app . my newly bought laptop has a bum battery . my glasses are held together by tiger printed duct tape .,Personalization,Personalization is assigning personal blame disproportionate to the level of control a person realistically has in a given situation.,The battery in my new laptop died already and it's surely because I didn't do enough research when buying it.,"my college courses are on philosophy and history . i ride my bike to class since it s only a mile away . i write short stories in my document tab with the use of a prompting app . my newly bought laptop has a bum battery . my glasses are held together by tiger printed duct tape . It's something I think about regularly. The battery in my new laptop died already and it's surely because I didn't do enough research when buying it. These thoughts may seem odd to others, but they've become a familiar part of my daily life.",TRUE,TRUE
i can t cook . every day i drive an hour to work in this horrible traffic . i m an ovo vegetarian . i can t stand beets . i enjoy sleeping in on my days off .,Jumping to conclusions: mind reading,"Inferring a person's possible or probable (usually negative) thoughts from their behavior and nonverbal communication; taking precautions against the worst suspected case without asking the person.
",i can t cook and my friends think am a jerk because of it.,"i can t cook . every day i drive an hour to work in this horrible traffic . i m an ovo vegetarian . i can t stand beets . i enjoy sleeping in on my days off . It's funny how these things come to mind every now and then. i can t cook and my friends think am a jerk because of it. It makes me wonder why I think this way, but I've grown used to it.",TRUE,TRUE
i've a severe anxiety disorder . i'm a stay at home mom . i am currently pregnant with my second child . i love art . my husband in an engineer .,Mental filtering,Filtering distortions occur when an individual dwells only on the negative details of a situation and filters out the positive aspects.,Ill never get to enjoy art as much as i want because i have an anxiety disorder and don't get to go to museums.,"i've a severe anxiety disorder . i'm a stay at home mom . i am currently pregnant with my second child . i love art . my husband in an engineer . I often revisit these ideas. Ill never get to enjoy art as much as i want because i have an anxiety disorder and don't get to go to museums. It may not make sense to everyone, but to me, it's just a part of my world.",TRUE,TRUE
i want to teach kids in elementary school . i live in a big city . on weekends i like to go hiking . my major was american literature and education .,Personalization,Personalization is assigning personal blame disproportionate to the level of control a person realistically has in a given situation.,One of the kids I teach in elementary school failed a test. It's because I'm the worst teacher.,"i want to teach kids in elementary school . i live in a big city . on weekends i like to go hiking . my major was american literature and education . These are the things that run through my mind on quiet days. One of the kids I teach in elementary school failed a test. It's because I'm the worst teacher. I've learned to accept these thoughts, even if they're a bit strange.",TRUE,TRUE
i like eating healthy foods . i like sleeping in . i sometimes wonder why i am not married . i have brown hair .,Should statements,"Expecting the world to be different than it is, demanding particular achievements or behaviors regardless of the realistic circumstances of the situation.",People should be reading the back of food containers or never complain about getting sick,"i like eating healthy foods . i like sleeping in . i sometimes wonder why i am not married . i have brown hair . I find myself reflecting on these traits quite often. People should be reading the back of food containers or never complain about getting sick It's strange how sometimes my mind wanders to these odd places, but I guess that's just a part of who I am.",TRUE,TRUE
i enjoy walks on the beach . i love to paint . my favorite season is spring . i'm a graphic designer .,Catastrophizing,"Catastrophizing: Giving greater weight to the worst possible outcome, however unlikely, or experiencing a situation as unbearable or impossible when it is just uncomfortable.",walking on the beach is very dangerous as a wave could hit and kill you,"i enjoy walks on the beach . i love to paint . my favorite season is spring . i'm a graphic designer . It's something I think about regularly. walking on the beach is very dangerous as a wave could hit and kill you These thoughts may seem odd to others, but they've become a familiar part of my daily life.",TRUE,TRUE
i work in a factory . i'm not social . i don't eat well . i am very unproductive unless it comes to my job .,Overgeneralization,"Someone who overgeneralizes makes faulty generalizations from insufficient evidence. Even if something bad happens only once, it is expected to happen over and over again.",I eat unhealthy so every meal I eat moving forward doesn't even matter.,"i work in a factory . i'm not social . i don't eat well . i am very unproductive unless it comes to my job . It's funny how these things come to mind every now and then. I eat unhealthy so every meal I eat moving forward doesn't even matter. It makes me wonder why I think this way, but I've grown used to it.",TRUE,TRUE
i'm currently on a diet . i would like to go to school to become a veterinarian . i love animals and i want to help them . i've three pets .,Overgeneralization,"Someone who overgeneralizes makes faulty generalizations from insufficient evidence. Even if something bad happens only once, it is expected to happen over and over again.",I'm dieting while I study to be a veterinarian.  It is difficult information and I really don't think I'll ever be able to truly help animals.,"i'm currently on a diet . i would like to go to school to become a veterinarian . i love animals and i want to help them . i've three pets . I often revisit these ideas. I'm dieting while I study to be a veterinarian.  It is difficult information and I really don't think I'll ever be able to truly help animals. It may not make sense to everyone, but to me, it's just a part of my world.",TRUE,TRUE
i work at a museum . i like to go to the park . i am stuck in a wheel chair . i read a lot . i don t have a lot of friends .,Labeling and mislabeling,"A form of overgeneralization; attributing a person's actions to their character instead of to an attribute. Rather than assuming the behaviour to be accidental or otherwise extrinsic, one assigns a label to someone or something that is based on the inferred character of that person or thing.",I lost an ancient artifact at the museum. I am an incapable handler.,"i work at a museum . i like to go to the park . i am stuck in a wheel chair . i read a lot . i don t have a lot of friends . These are the things that run through my mind on quiet days. I lost an ancient artifact at the museum. I am an incapable handler. I've learned to accept these thoughts, even if they're a bit strange.",TRUE,TRUE
i'm 29 years old . i enjoy hiking and riding my bicycle . i'm a night owl . i live in a suburb of boston .,Overgeneralization,"Someone who overgeneralizes makes faulty generalizations from insufficient evidence. Even if something bad happens only once, it is expected to happen over and over again.","I'm 29 years old, and know that I'll never have kids if I don't do it right now.","i'm 29 years old . i enjoy hiking and riding my bicycle . i'm a night owl . i live in a suburb of boston . I find myself reflecting on these traits quite often. I'm 29 years old, and know that I'll never have kids if I don't do it right now. It's strange how sometimes my mind wanders to these odd places, but I guess that's just a part of who I am.",TRUE,TRUE
