conv_id,emotion,kor_emotion,context,kor_context,factor
hit:5927_conv:11855,jealous,질투하는,"My boyfriend is really getting on my nerves lately. Every time we go out, he is always talking to other girls.",제 남자친구가 요즘 제 신경을 많이 곤두세우고 있습니다. 우리가 나갈 때마다 그는 항상 다른 여자들과 이야기를 나눴다.,제 남자친구가### 항상 다른 여자들과 이야기를 나눴다.
hit:5942_conv:11885,disappointed,실망한,My son just is 17 and a junior in high school. He just told me of his plans to drop out of school.,아들은 17살이고 고등학교 중학생이다 그는 방금 나에게 학교 중퇴 계획을 말했다,아들은###학교 중퇴 계획을 말했다
hit:5945_conv:11890,angry,화난,I ordered a vacuum from a company online on a warehouse deal..and even though it was inspected..the power button didn't work unless you held it IN! Dealing with the CS took awhile and was a pain!,나는 창고 거래로 회사에서 온라인으로 진공 청소기를 주문했습니다. 그리고 검사를 받았음에도 불구하고 .. 당신이 그것을 잡고 있지 않으면 전원 버튼이 작동하지 않았습니다! CS를 다루는 것은 시간이 걸리고 고통스러웠습니다!,진공 청소기를###전원 버튼이 작동하지 않았습니다!
hit:5945_conv:11891,disappointed,실망한,"I was planning on meeting up with my father for the first time in a few years since we had a falling out. We had a tentative meeting to see each other at the end of the week, but he's already canceled.",아버지를 만날 계획이었는데 우리가 떨어진 지 몇 년 만에 처음이었다. 우리는 주말에 서로 만나기 위해 잠정 회의를 가졌지만 이미 취소된 상태다.,아버지를 만날 계획이었는데###이미 취소된 상태다
hit:5948_conv:11896,afraid,두려워하는,I just received a job offer. I should be happy but there were some red flags in the interview. Not sure if I should take it.,방금 취업 제안을 받았습니다. 나는 행복해야 하지만 인터뷰에서 약간의 위험 신호가 있었습니다. 복용해야 하는지 확실하지 않습니다.,인터뷰에서 약간의 위험 신호가 있었습니다
hit:5950_conv:11900,sad,슬픈,My pet turtle died.,우리 반려동물 거북이가 죽었다,우리 반려동물 거북이가 죽었다
hit:5951_conv:11902,disappointed,실망한,I had a really great job interview. I thought I did well but they called and said I didnt get the job.,정말 멋진 면접을 봤습니다. 나는 내가 잘했다고 생각했지만 그들은 전화를 걸어 내가 일자리를 얻지 못했다고 말했다.,내가 일자리를 얻지 못했다고 말했다.
hit:5963_conv:11926,jealous,질투하는,"when i learned my coworker had gotten the promotion I wanted, i was not happy fgr them at all.. I felt like it should have been mine! i felt like i had been hurt by them.","내 동료가 내가 원하는 승진을 했다는 것을 알았을 때, 나는 그들에게 전혀 행복하지 않았습니다. 나는 그들에게 상처를 받은 것 같았다.",내 동료가 내가 원하는 승진을 했다는 것을 알았을 때
hit:5964_conv:11928,excited,흥분한,I'm looking forward to my daughter's Fall concert.,딸의 가을 콘서트가 기대되고 있다.,딸의 가을 콘서트가
hit:5966_conv:11932,caring,돌보는,"My daughter was sick. I love her, so I took care of her.",내 딸은 아팠다 나는 그녀를 사랑하기 때문에 그녀에게 신경을 썼다,내 딸은
hit:5981_conv:11963,embarrassed,당황스러운,I dove into the pool this past weekend and my swimsuit fell off! Everyone was staring and laughing at me,지난 주말 나는 수영장에 뛰어들었고 수영복이 떨어졌다! 모두가 나를 응시하고 웃고 있었다,수영복이 떨어졌다!
hit:5982_conv:11965,disgusted,역겨운,I was walking in the yard. All of a sudden I slipped and almost fell. I had stepped into a gigantic pile of horse dung!,나는 마당을 걷고 있었다. 나는 갑자기 미끄러져 거의 넘어질 뻔했다. 나는 거대한 말똥 더미에 발을 디뎠습니다!,나는 거대한 말똥 더미에 발을 디뎠습니다!
hit:5995_conv:11990,sentimental,감상적인,My mother passed away a while back. I still use all of her favorite cooking pots when I cook. Its a great reminder.,우리 어머니는 얼마 전 세상을 떠났다 나는 여전히 요리할 때 그녀가 좋아하는 요리 냄비를 다 사용한다 그것은 대단한 기억이다,우리 어머니는###좋아하는 요리 냄비를
hit:6030_conv:12060,angry,화난,My radiator broke down in my car that I rely heavily on.  It's going to cost 2000 dollars to get a new one!,내가 많이 의존하는 차에서 라디에이터가 고장났습니다. 새 것을 사려면 2000달러가 필요합니다!,라디에이터가 고장났습니다
hit:6031_conv:12063,afraid,두려워하는,I am having my first baby; a boy.  I hear all these different labor stories that aren't exactly reassuring!,나는 첫 아기를 낳고 있다. 남자아이가 있다 정확히 안심하지 못하는 이런 다양한 노동 이야기들을 다 듣는다!,나는 첫 아기를 낳고 있다
hit:6034_conv:12068,content,만족하는,My website that I designed is turning out great.  I'm pretty content with my design.,내가 디자인한 웹사이트가 훌륭해지고 있다. 나는 내 디자인에 상당히 만족한다,내가 디자인한 웹사이트가
hit:6040_conv:12081,lonely,외로운,My wife is on a business trip for two weeks. I'm starting to miss her a lot.,아내는 2주 동안 출장을 갑니다. 그녀가 많이 그리워지기 시작합니다.,아내는 2주 동안 출장을 갑니다.
hit:6049_conv:12098,joyful,즐거운,I get to go home in 30 minutes!,30분 후에 집에 갈 수 있어!,30분 후에 집에 갈 수 있어!
hit:6049_conv:12099,lonely,외로운,I planned a vacation with a friend who got severely sick right beforehand so I had to go without her. Its been fun so far but quiet and there's no one to have fun with.,사전에 심하게 아프게 된 친구와 휴가를 계획했기 때문에 그녀 없이 가야 했다. 지금까지는 재미있었지만 조용했고 즐길 사람이 없다.,휴가를###그녀 없이 가야 했다.
hit:6056_conv:12112,confident,확신하는,I have a big presentation tomorrow at work.  I have prepared a lot for it and feel more than ready to hit it out of the park!,내일 회사에서 중요한 프레젠테이션이 있습니다. 나는 그것을 위해 많은 것을 준비했고 공원에서 그것을 칠 준비가 된 것보다 더 많이 느낍니다!,프레젠테이션이
hit:6057_conv:12114,jealous,질투하는,I was out at a bar and a saw my ex girlfriend that with another guy.  It still hurt seeing her with someone else even though we werent together,바에 나갔는데 전 여자친구가 다른 남자와 함께 있는 걸 봤다. 우리가 같이 있지 않았는데도 다른 사람과 함께 있는 그녀를 보는 것은 여전히 아프다,바에 나갔는데 전 여자친구가 다른 남자와 함께 있는 걸 봤다
hit:6062_conv:12125,hopeful,희망에 찬,i hope i can get things worked out and get pregnant by the end of the year,일이 잘 풀리고 연말까지 임신할 수 있기를 바란다,연말까지 임신할 수 있기를
hit:6091_conv:12183,impressed,감명받은,booked a cheap hotel for my work trip and its surprisingly upscale and nice,직장 여행을 위해 싸구려 호텔을 예약했고 놀랍게도 고급스럽고 멋있었다,싸구려 호텔을###고급스럽고 멋있었다
hit:6096_conv:12193,sentimental,감상적인,I saw an old game on tv today. It made me think of the past,나는 오늘 텔레비전에서 오래된 경기를 봤다 그래서 나는 과거를 생각하게 했다,오래된 경기를
hit:6104_conv:12208,angry,화난,My dog keeps running around the yard in the spot where I just planted sod.  I thought the grass was good to go but it looks like he's destroyed it.,우리 강아지는 내가 잔디를 심은 자리에서 계속 마당을 뛰어다닙니다. 잔디가 잘 나간다고 생각했는데 망한 것 같습니다.,우리 강아지는 내가 잔디를 심은 자리에서 계속 마당을 뛰어다닙니다.
hit:6117_conv:12234,afraid,두려워하는,The alarm at my work was going off while I was closing up.  And the cops came by.,내가 닫는 동안 내 직장의 알람이 울리고 있었다. 그리고 경찰들이 찾아왔다.,경찰들이 찾아왔다.
hit:6121_conv:12242,embarrassed,당황스러운,I took my kids candy from halloween this year.,나는 올해 홀로윈에서 아이들의 사탕을 가져갔다,아이들의 사탕을 가져갔다
hit:6124_conv:12248,angry,화난,I was angry over the weekend. My paycheck did not come through,주말에 화가 났습니다. 내 월급이 들어오지 않았다,월급이 들어오지 않았다
hit:6124_conv:12249,joyful,즐거운,"I have a fun date planned for this weekend, so I am pretty happy about that.",이번 주말에 재미있는 데이트를 계획하고 있어서 꽤 행복하다.,재미있는 데이트를
hit:6127_conv:12254,surprised,놀란,I was shocked in a good way over the weekend. My brother got us football tickets,나는 주말에 좋은 의미로 충격을 받았다. 형이 축구 티켓을 사줬어,형이 축구 티켓을 사줬어
hit:6128_conv:12256,disappointed,실망한,It was a bad weekend. My girlfriend broke up with me,주말이 안 좋았다 내 여자친구가 나와 헤어졌다,내 여자친구가 나와 헤어졌다
hit:6135_conv:12271,afraid,두려워하는,I was scared over the weekend. All it did was rain and storm,나는 주말에 무서웠다. 비와 폭풍우만이 한 일,비와 폭풍우만이
hit:6147_conv:12295,trusting,신뢰하는,I just celebrated my 50th wedding anniversary.,나는 결혼 50주년을 막 축하했다,결혼 50주년을
hit:6149_conv:12298,angry,화난,"I went to the town hall to renew driving license. The agent gave wrong information. Because of him, I wasted three months.",운전면허 갱신을 위해 시청에 갔다. 에이전트가 잘못된 정보를 제공했습니다. 그 때문에 나는 3개월을 허비했다.,에이전트가 잘못된 정보를 제공했습니다.###3개월을 허비했다.
hit:6171_conv:12343,sentimental,감상적인,I miss being a kid. I saw a show on tv that reminded me of that,어린 시절이 그리워요. 나는 그것을 생각나게 하는 TV 프로그램을 보았다.,어린 시절이###생각나게 하는 TV 프로그램을
hit:6174_conv:12348,surprised,놀란,"I'm surprised that God has been so good to me, even though I sometimes feel like I don't deserve it.",나는 때때로 내가 자격이 없다고 느낄 때에도 하나님께서 나에게 선을 베푸셨다는 사실에 놀랐습니다.,하나님께서 나에게 선을 베푸셨다는 사실에
hit:6176_conv:12353,joyful,즐거운,"I am so happy with the way the new super smash bros looks, it seems awesome to me",나는 새로운 슈퍼 스매시 브라더스의 모습이 너무 행복해 보인다.,새로운 슈퍼 스매시 브라더스의 모습이
hit:6178_conv:12356,sad,슬픈,I get sad when I think of my parents. They have been gone for a few years now,부모님을 생각하면 마음이 아픕니다. 그들은 몇 년 동안 사라졌습니다,부모님을###몇 년 동안 사라졌습니다
hit:6197_conv:12395,caring,돌보는,"I feel these 2 cats everyday, and they always hiss at me.","이 고양이 두 마리가 일상적으로 느껴지고, 그들은 항상 나를 바라보고 있다",고양이 두 마리가
hit:6202_conv:12405,disappointed,실망한,i played in a cornhole tournament over the weekend. i had a really good feeling about it. unfortunately we didnt win.,나는 주말에 콘홀 토너먼트에 참가했다. 나는 그것에 대해 정말 좋은 느낌을 받았습니다. 불행히도 우리는 이기지 못했습니다.,콘홀 토너먼트에###이기지 못했습니다.
hit:6207_conv:12415,angry,화난,My husband leaves his dirty clothes around and it's annoying.,남편은 더러워진 옷을 이리저리 놔두고 짜증을 냅니다.,남편은 더러워진 옷을 이리저리 놔두고
hit:6209_conv:12419,prepared,준비된,I am packed ahead of time for my trip.,나는 나의 여행을 위해 미리 짐을 꾸린다.,여행을 위해 미리 짐을 꾸린다.
hit:6215_conv:12430,lonely,외로운,Broke up with my girlfriend this past weekend. Feels weird coming home to no one.,지난 주말에 내 여자친구와 결별했다 아무도 집에 오지 않는 것 같아 이상하다,내 여자친구와 결별했다
hit:6215_conv:12431,angry,화난,I came back last week at home and I found that my girlfriend left me. She took with her some of my stuff,나는 지난 주에 집에 돌아왔는데 여자친구가 나를 떠났다는 것을 알았다. 그녀는 내 물건을 가져갔다.,여자친구가 나를 떠났다는 것을 알았다
hit:6219_conv:12438,trusting,신뢰하는,i shouldnt have trusted my brother with my dog,나는 개와 함께 동생을 믿었어야 했다,동생을
hit:6220_conv:12441,embarrassed,당황스러운,I have very bad teeth.,나는 치아가 매우 나쁘다,나는 치아가 매우 나쁘다
hit:6227_conv:12455,embarrassed,당황스러운,I am drug addict. I need money for my addiction. I rob teenagers outside college.,나는 마약 중독자다 나는 중독을 위해 돈이 필요하다 나는 대학 밖에서 청소년들을 도둑질했다,나는 대학 밖에서 청소년들을 도둑질했다
hit:6237_conv:12474,disappointed,실망한,The hot dog I got doesn't taste as good as it used to.,내가 가진 핫도그는 예전만큼 맛이 좋지 않다.,핫도그는 예전만큼 맛이 좋지 않다
hit:6239_conv:12478,angry,화난,I was stollen my wallet at work.,직장에서 지갑을 도난당했습니다.,직장에서 지갑을 도난당했습니다.
hit:6244_conv:12489,excited,흥분한,Going to a gaming tournament. Never been.,게임 대회에 나가는 거야 한 번도 없었다,게임 대회에 나가는 거야
hit:6261_conv:12522,surprised,놀란,My mom just got through selling my grandmothers farm. She decided with some of the money she is going to take both her kids and their families on  a cruise for Spring Break. We were shocked and can't wait to go.,우리 엄마는 할머니 농장을 팔고 겨우 버텼어요. 그녀는 돈의 일부를 가지고 봄 방학을 위한 유람선에 그녀의 아이들과 가족 모두를 데려가기로 결정했습니다. 우리는 충격을 받았고 가기를 기다릴 수 없습니다.,우리 엄마는###유람선에 그녀의 아이들과 가족 모두를 데려가기로 결정했습니다
hit:6263_conv:12527,excited,흥분한,i cnat wait for my vacation to start next week,다음 주부터 휴가가 시작되기를 기다리고 있다,휴가가 시작되기를
hit:6271_conv:12542,prepared,준비된,My exam is on next week. I like to score high. So I'm studying hard.,내 시험은 다음 주에 치러진다 나는 높은 점수를 받는 것을 좋아한다 그래서 나는 열심히 공부하고 있다,시험은###열심히 공부하고 있다
hit:6274_conv:12549,lonely,외로운,I went to a rock concert by myself. My friends ditched me and I felt so alone.,나는 혼자 록 콘서트에 갔다 친구들이 나를 버렸고 나는 그렇게 혼자 있었다,친구들이 나를 버렸고
hit:6275_conv:12551,afraid,두려워하는,i cant wait to see if i got the promotion at work,내가 직장에서 승진을 받았는지 기다릴 수 없다,승진을 받았는지
hit:6276_conv:12552,afraid,두려워하는,Today a swarm of wasps was chasing after me.  I was so scared.,오늘은 말벌 떼가 나를 쫓고 있었다. 나는 너무 무서웠다.,말벌 떼가 나를 쫓고 있었다
hit:6280_conv:12560,angry,화난,I'm a few dollars short for an important bill I have due.,나는 중요한 청구서에 몇 달러가 부족합니다.,중요한 청구서에 몇 달러가 부족합니다.
hit:6285_conv:12570,afraid,두려워하는,I heard a noise downstairs in my kitchen.  I am home alone and i am scared to go see what it was,나는 아래층에서 소음을 들었다 혼자 집에 있는데 무슨 일이 있었는지 보러 가는 게 두렵다,아래층에서 소음을 들었다
hit:6301_conv:12603,confident,확신하는,I have my final physics exam tomorrow. Never felt so prepared in my life.,나는 내일 마지막 물리 시험을 치른다 내 인생에서 그렇게 준비된 적이 없었다,마지막 물리 시험을 치른다
hit:6302_conv:12605,afraid,두려워하는,I have my final physics exam tomorrow. I am so nervous.,나는 내일 마지막 물리 시험을 치른다 나는 너무 긴장한다,마지막 물리 시험을 치른다
hit:6304_conv:12608,embarrassed,당황스러운,I made a great pecan pie last week. It was so good I ended up eating the whole thing. I felt bad there was nothing left for my family.,나는 지난 주에 훌륭한 피칸 파이를 만들었습니다. 너무 맛있어서 결국 다 먹었습니다. 가족에게 남은 것이 아무것도 없다는 것이 안타까웠다.,피칸 파이를###결국 다 먹었습니다
hit:6314_conv:12629,afraid,두려워하는,I kept hearing odd sounds all night... it turned out to be a racoon in the attic,밤새 이상한 소리가 들렸는데 다락방에서 너구리로 판명났어,밤새 이상한 소리가 들렸는데
hit:6315_conv:12630,angry,화난,My dog pooped on the rug yesterday. I was so mad!,어제 우리 강아지가 양탄자에 똥을 쌌습니다. 내가 너무 화가 났어요!,우리 강아지가 양탄자에 똥을 쌌습니다
hit:6333_conv:12666,afraid,두려워하는,I think I'm going to try a dating app. I'm worried about being murdered though.,데이트 앱을 해볼 생각입니다. 그래도 살해당할까 봐 걱정이다.,살해당할까 봐
hit:6334_conv:12668,impressed,감명받은,I participate as a judge in food festival. One of the dish was influenced my mind. It's a mind blowing delicious dish.,나는 음식 축제에서 심사 위원으로 참여합니다. 요리 중 하나가 내 마음에 영향을 미쳤습니다. 마음을 설레게 하는 맛있는 요리입니다.,마음을 설레게 하는 맛있는 요리입니다.
hit:6336_conv:12673,angry,화난,I think my neighbors is having a party. on a thursday. the music is so loud,이웃들이 파티를 하고 있는 것 같다. 목요일에 그 음악은 너무 시끄럽다,음악은 너무 시끄럽다
hit:6341_conv:12682,angry,화난,My dog elephant pooped on the rug yesterday. I was so mad!,어제 우리 강아지 코끼리가 양탄자에 똥을 쌌습니다. 내가 너무 화가 났어요!,우리 강아지 코끼리가 양탄자에 똥을 쌌습니다
hit:6347_conv:12695,anticipating,기대하는,I can't wait to get my new galaxy note 8!,나는 나의 새로운 갤럭시 노트 8을 얻기 위해 기다릴 수 없다!,나의 새로운 갤럭시 노트 8을 얻기 위해
hit:6357_conv:12714,angry,화난,"I am mad that my sister always asks me to babsit, but never does it fofr me","언니가 항상 내게 아기를 봐달라고 하는 게 화가 나지만, 결코 나를 화나게 하지 않는다",언니가 항상 내게 아기를 봐달라고 하는 게
hit:6361_conv:12722,afraid,두려워하는,I am rewatching game of throne. I always get scared when there are white walkers,왕좌의 게임 다시보고 있습니다. 난 항상 화이트워커가 있으면 무서워,화이트워커가 있으면
hit:6364_conv:12729,sad,슬픈,my favorite show is ending. I will be lost,내가 좋아하는 쇼가 끝나고 있다 나는 길을 잃을 것이다,좋아하는 쇼가 끝나고 있다
hit:6368_conv:12737,disappointed,실망한,I've been waiting a long time for our church to be able to hire me as the admin.  Unfortunately they still haven't been able to do so.,저는 우리 교회가 저를 관리자로 고용할 수 있기를 오랫동안 기다려왔습니다. 불행히도 그들은 아직 그렇게 할 수 없었습니다.,교회가 저를 관리자로 고용할 수 있기를###불행히도 그들은 아직 그렇게 할 수 없었습니다.
hit:6378_conv:12756,afraid,두려워하는,I get scared when meeting new people,새로운 사람들을 만나면 무서워진다,새로운 사람들을 만나면
hit:6379_conv:12758,content,만족하는,I just ate at Taco Bell. I was satisfied with my order.,방금 타코벨에서 먹었습니다. 나는 내 주문에 만족했다.,타코벨에서###내 주문에 
hit:6381_conv:12762,angry,화난,I really do not like it when people lie to me.,사람들이 거짓말을 할 때는 정말 마음에 안 든다.,사람들이 거짓말을 할 때는
hit:6384_conv:12769,disgusted,역겨운,Someone vomited in a public restroom,누군가가 공중 화장실에서 구토를 했다,누군가가 공중 화장실에서 구토를 했다
hit:6389_conv:12779,joyful,즐거운,I was so happy when I found out my wife was pregnant.,아내가 임신했다는 사실을 알게 되어 너무 행복했다.,아내가 임신했다는 사실을 알게 되어
hit:6392_conv:12785,sad,슬픈,I'm bummed that it is supposed to rain here all weekend.,주말 내내 비가 온다고 하니 안타깝네요.,주말 내내 비가 온다고 하니
hit:6394_conv:12789,grateful,고마워하는,I found my stolen bike before I knew it was stolen.,도난당한 줄도 모르고 도난당한 자전거를 찾았습니다.,도난당한 자전거를 찾았습니다.
hit:6396_conv:12792,prepared,준비된,Literally I had every single supply I needed for this road trip.,말 그대로 나는 이 도로 여행에 필요한 모든 단일 공급품을 가지고 있었습니다.,이 도로 여행에 필요한 모든 단일 공급품을 가지고 있었습니다.
hit:6399_conv:12798,sentimental,감상적인,I really miss going to the park with my grandpa when I was little.,어렸을 때 할아버지와 함께 공원에 가는 게 정말 그립다.,어렸을 때 할아버지와 함께 공원에 가는 게
hit:6405_conv:12810,embarrassed,당황스러운,I drank all the beer in the house and woke up to my very angry wife.,집에 있는 맥주를 다 마시고 화가 난 아내에게 눈을 떴다.,집에 있는 맥주를 다 마시고
hit:6416_conv:12833,proud,자랑스러운,I dropped out of college 2 times. After 5 years of school I was able to graduate. I didn't give up.,나는 대학을 2번 자퇴했다. 학교를 5년 만에 졸업할 수 있었습니다. 나는 포기하지 않았다.,학교를 5년 만에 졸업할 수 있었습니다.
hit:6428_conv:12857,disappointed,실망한,When I received my rejection letter from the college I applied to,대학에서 거부 편지를 받았을 때 지원했다,대학에서 거부 편지를 받았을 때 
hit:6478_conv:12956,angry,화난,I was angry in teh supermarket this week. Parents weren't controlling their kids,나는 이번 주에 슈퍼마켓에서 화를 냈다. 부모는 자녀를 통제하지 않았다,부모는 자녀를 통제하지 않았다
hit:6491_conv:12983,angry,화난,i was pissed when i saw a dent in my car door,나는 내 차 문에 흠집을 보았을 때 화를 냈다.,내 차 문에 흠집을 보았을 때
hit:6499_conv:12999,impressed,감명받은,My girlfriend has been saving money for years. Last month she finally had enough saved up so that she was able to buy a super fancy new car.,내 여자친구는 수년간 돈을 아끼고 있다 지난달 그녀는 마침내 슈퍼 화려한 신차를 살 수 있도록 충분히 절약했다,내 여자친구는###슈퍼 화려한 신차를 살 수 있도록 충분히 절약했다
hit:6500_conv:13001,caring,돌보는,i loved taking care of my sisters pet the other day,나는 요전에 내 여동생 애완 동물을 돌보는 것을 좋아했습니다,내 여동생 애완 동물을 돌보는 것을
hit:6501_conv:13003,afraid,두려워하는,Last week I left home late for work. On my whole commute to work I was super worried that I was going to get there late.,지난주 나는 일하러 집을 늦게 나갔다 출퇴근 전체에서 늦게 도착할까 봐 너무 걱정이 됐다.,출퇴근 전체에서 늦게 도착할까 봐
hit:6503_conv:13006,afraid,두려워하는,I hae an important job interview this week,이번 주에 중요한 일자리 인터뷰를 진행했다,중요한 일자리 인터뷰를 진행했다
hit:6507_conv:13015,impressed,감명받은,I was amazed at how beautiful San Sebastian is,산 세바스티안이 얼마나 아름다운지 놀랐다,산 세바스티안이 얼마나 아름다운지
hit:6510_conv:13020,afraid,두려워하는,There was a wasp in my room this mornnig,오늘 아침 내 방에 말벌이 있었다,내 방에 말벌이 있었다
hit:6515_conv:13031,hopeful,희망에 찬,I hope to find a new job this week,이번 주에 새로운 일자리를 찾았으면 좋겠다,새로운 일자리를 찾았으면
hit:6518_conv:13036,embarrassed,당황스러운,I ate a whole pack of cookies. In one sitting.,나는 쿠키 한 봉지를 다 먹었다 한 자리에 앉아 있다,나는 쿠키 한 봉지를 다 먹었다
hit:6523_conv:13046,anticipating,기대하는,waiting for a package to get here,패키지가 여기에 오기를 기다리고 있습니다.,패키지가 여기에 오기를
hit:6528_conv:13056,confident,확신하는,I had to take my final exam for a class last semester. I studied really hard for this exam. I went in sure that I was going to do great on it. I ended up getting the highest score in my class!,나는 지난 학기에 수업을 위해 기말고사를 해야 했다 나는 이 시험에 정말 열심히 공부했다 나는 확실히 잘할 거라고 확신했다 나는 결국 내 반에서 가장 높은 점수를 받았다!,기말고사를
hit:6530_conv:13060,afraid,두려워하는,I took a test for my class last week. I didn't prepare for it at all. I'm so nervous waiting for the results to come back!,나는 지난 주에 수업을 위해 시험을 봤다. 전혀 준비하지 않았습니다. 결과가 돌아올 때까지 기다리는 것이 너무 긴장됩니다!,결과가 돌아올 때까지 기다리는 것이
hit:6531_conv:13063,disgusted,역겨운,"I went to a fastfood. Before ordering, I found a dead cockroach on the floor.",나는 패스트푸드를 먹었다 주문하기 전에 바닥에 죽은 바퀴벌레를 발견했다.,죽은 바퀴벌레를 발견했다
hit:6534_conv:13069,afraid,두려워하는,I have a big test next week and I am super nervous.,다음 주에 큰 시험이 있는데 너무 긴장됩니다.,큰 시험이 있는데
hit:6535_conv:13071,angry,화난,Somebody stole my package I ordered! I am so mad!,내가 주문한 소포를 누군가가 훔쳤어! 나 정말 미쳤어!,내가 주문한 소포를 누군가가 훔쳤어
hit:6552_conv:13104,afraid,두려워하는,I found a spider in my bathroom.... ive never ran so fast in my life!,나는 화장실에서 거미를 발견했다. 내 인생에서 그렇게 빨리 달린 적이 없어!,거미를 발견했다
hit:6555_conv:13110,sentimental,감상적인,I used to play video games in my childhood. My daughter is playing the same game with updated version. It remembers me my childhood.,나는 어린 시절 비디오 게임을 하곤 했다 내 딸은 업데이트된 버전으로 같은 게임을 하고 있다 내 어린 시절을 기억한다,비디오 게임을
hit:6567_conv:13135,embarrassed,당황스러운,I left for school without letting my dog outside. He had an accident in the house and it was my fault.,"나는 개를 밖에 두지 않고 학교로 떠났다 그는 집에서 사고를 당했고, 그것이 내 잘못이었다",나는 개를 밖에 두지 않고 학교로 떠났다
hit:6568_conv:13136,sad,슬픈,"I had a watch my grandfather had given me when I was a kid, but I seem to have misplaced it. I really liked that watch and I'm unhappy that I can't find it",어렸을 때 할아버지께서 선물로 주신 시계가 있었는데 제가 잘못 두었던 것 같습니다. 나는 그 시계를 정말 좋아했는데 그것을 찾을 수 없다는 것이 유감이야,할아버지께서 선물로 주신 시계가###찾을 수 없다는 것이
hit:6584_conv:13169,content,만족하는,so happy i don't have to live in an apartment anymore. a house is so much more free,너무 행복해서 나는 더 이상 아파트에 살지 않아도 된다 집이 훨씬 더 자유롭다,더 이상 아파트에 살지 않아도 된다
hit:6587_conv:13174,excited,흥분한,I get some great supplements tomorrow in the mail that I think will really help a lot of my health issues. They are real food type powders and seem to help a lot of people!,나는 내일 내 건강 문제에 많은 도움이 될 것이라고 생각하는 훌륭한 보충제를 우편으로 받습니다. 리얼 푸드타입 가루로 많은 분들에게 도움이 되는 것 같아요!,훌륭한 보충제를 우편으로 받습니다
hit:6600_conv:13200,disappointed,실망한,My mother was just recently diagnosed with cancer. I am just so sad and upset right now,우리 어머니는 최근 암 진단을 받았다 지금은 너무 슬프고 화가 난다,우리 어머니는 최근 암 진단을 받았다
hit:6602_conv:13205,anticipating,기대하는,Looking forward to trying some new supplements on Saturday!,토요일에 새로운 보충제를 시도해 보길 기대해!,새로운 보충제를 시도해 보길
hit:6612_conv:13225,disappointed,실망한,I went on a great job interview last week that I thought went really well. I just got word that I did not get the job. I dont know what I am going to do now.,지난주에는 정말 잘 됐다고 생각했던 좋은 취업면접을 했다. 나는 그 일자리를 얻지 못했다는 말만 들었다 나는 지금 무엇을 할지 모르겠다,그 일자리를 얻지 못했다는 말만 들었다
hit:6613_conv:13226,sad,슬픈,I do not want my vacation to end. I would like to stay here forever,나는 휴가가 끝나기를 원하지 않는다 영원히 이곳에 머물고 싶다,나는 휴가가 끝나기를 원하지 않는다
hit:6625_conv:13250,afraid,두려워하는,"With Turkish currency Lira plummeting now, I am afraid the economic crisis in Turkey would spill to European markets too",지금 터키 통화 리라화가 급락하면서 터키의 경제 위기가 유럽 시장에도 흘러갈까봐 두렵다.,터키의 경제 위기가 유럽 시장에도 흘러갈까봐
hit:6625_conv:13251,anticipating,기대하는,I can't wait for the new call of duty game. The beta starts today,새로운 콜 오브 듀티 게임을 기다릴 수 없습니다. 오늘부터 베타 시작,새로운 콜 오브 듀티 게임을
hit:6627_conv:13254,caring,돌보는,I was at the zoo one time. I monkey was chewing on a banana peel like it was hungry.,나는 한 번 동물원에 있었다 나는 원숭이가 배고픈 것처럼 바나나 껍질을 씹고 있었다,원숭이가
hit:6648_conv:13297,sentimental,감상적인,I love watching old movies that I used to like when I was a kid. Especially with my own children,어렸을 때 좋아했던 옛날 영화를 보는 것이 좋다. 특히 내 아이들과 함께,어렸을 때 좋아했던 옛날 영화를
hit:6654_conv:13309,excited,흥분한,My sister is arriving from abroad next week. She went there 2 years back. I'm eagerly waiting for her.,내 여동생은 다음 주에 해외에서 도착할 예정이다 그녀는 2년 전에 거기에 갔다 나는 그녀를 기다리고 있다,내 여동생은 다음 주에 해외에서 도착할 예정이다
hit:6659_conv:13319,sentimental,감상적인,I moved away for a job last year. My friend gave me a painting right before I left. Every time I look at it it reminds of my friends.,나는 작년에 직장으로 이사를 갔다. 내 친구는 내가 떠나기 직전에 나에게 그림을 주었다. 볼때마다 친구들이 생각나네요.,그림을###볼때마다 친구들이 생각나네요
hit:6668_conv:13337,hopeful,희망에 찬,We are wanting to buy a new house. Hopefully we will be able to find what we like and be able to afford it. It is such a stressful process.,우리는 새 집을 사고 싶어 한다 우리가 좋아하는 것을 찾고 그것을 감당할 수 있기를 바란다. 그것은 정말 스트레스가 많은 과정이다,우리가 좋아하는 것을 찾고 그것을 감당할 수 있기를
hit:6684_conv:13369,lonely,외로운,"I'm pretty bummed, I have to dog watch my parent's dog all weekend by myself.",나는 꽤 부끄럽다. 나는 주말 내내 부모님의 개를 혼자 돌봐야 한다.,나는 주말 내내 부모님의 개를 혼자 돌봐야 한다.
