Num,Scenario,Thought,Label
3207,"I see others hanging out together on the weekends, but no one invites I to hang out.",I felt like everyone hated me. I felt like I was worthless and good for nothing.,Mind Reading
3208,"I find it difficult to concentrate, Ir learning efficiency is low, and Ir mind is empty all day long","My depression is something I can’t fix with these things, and I’ve learned that.",Fortune-telling
3209,"When I applied for the job, HR said that I did not meet the requirements of our company.",Universities don't teach us anything. Big companies don't like graduates like us. We don't know anything.,Fortune-telling
3210,Suddenly I'm walking outside and realize Ir clothes are on inside out.,"Look, even my clothes are on backwards, what else can I do?",Overgeneralization
3211,"Ir superior has assigned I a workload that far exceeds Ir expectations, and I feel too tired.","It doesn't help that members of my ""family"" basically call me a loser without explicitly stating it. I'm so fucking tired of it.",Labeling
3212,"I recently wanted to see Ir graduation photo, but I couldn't find it.","I couldn't make friends during college, so even the last memory of me didn't want to stay with me. It was all because I was too introverted. I was really not worth mentioning.",Personalization
3213,"Unfortunately, I've been feeling very uncomfortable lately, but the specific illness hasn't been identified yet.",The hospital I went to last time doesn’t seem reliable. I should go to a big hospital for a thorough check-up this weekend.,No Distortion
3214,"This month, many Ing colleagues have come. They are very efficient and do a good job, which makes I feel a little anxious.",What is the secret to their high efficiency? I should ask them.,No Distortion
3215,I feel sad because Ir boss has decided to reduce the salaries of all of Ir employees.,It's over. The company will definitely go bankrupt if all employees are given a pay cut. But they are still hiding it from us and want us to work one more day or eleven days. Do they think I'm stupid?,Fortune-telling
3216,"I made a vow when I was Ing that I would have a successful career and a happy family. But when I grew up, I found that I had to work overtime even if I earned 3k a month. I had to pay rent and living expenses every month, and my savings were very little.","I work so hard to make money, but I can only break even. What's the point of my efforts? My life has no meaning at all.",All-or-nothing thinking
3217,I ate a lot of high-calorie foods but still couldn't lose weight.,"I can't control myself, I can't stop eating these things, I can't lose weight at all",Fortune-telling
3218,Recently I feel that Ir height is not ideal.,I am short now and I will never grow up. I will never find a partner and end up alone.,Overgeneralization
3219,"I estimate Ir grades to be high, but Ir actual grades are low",Are my grades so bad? I am overconfident. It seems that my grades have always been so bad.,Emotional Reasoning
3220,"I want to have a grand wedding ceremony, but find that I don't have the money to pay the bride price.",I may need to discuss with my wife and plan a smaller wedding. I believe she will understand.,No Distortion
3221,"I find that Ir friends seem to have slowly found their partners, but I are still alone.","Fewer and fewer people ask me out to play. Everyone is going out to play with their boyfriends, so I can’t even make a date.",No Distortion
3222,"The husband thinks his wife is wasting money by buying clothes every week, and the wife thinks her husband gives too much money to his family.","He sent money and gifts to his family, treating them like a Buddha! He gave them everything he could think of, and sent them all the good things! He should just stop living like this, and let him go back home!",Overgeneralization
3223,"I have symptoms of dry eye syndrome and the doctor told I not to use electronic screens, which makes I very upset.","Dry eyes are not that serious. The doctor just wanted me to pay attention to protecting my eyes. He deliberately made the situation sound serious to scare me. Oh, it’s okay. I can continue using my phone as usual.",No Distortion
3224,I were recently scammed and the scammer took all Ir money.,"Since others can get something for nothing, what is the point of me working hard and conscientiously to contribute to society? In the end, I still get cheated.",Emotional Reasoning
3225,My father often used the excuse of being busy with work to stay at the university and rarely came home even on weekends.,My parents don't want me anymore. They don't even want to be with me on weekends.,Fortune-telling
3226,"I worked hard doing housework, but Ir parents didn't see it.",It must be because I didn’t do it long enough or work hard enough that they didn’t see it.,Personalization
3227,"I have written a book on psychology. I meet with an editor in New York to revise the manuscript. Although the editor is very enthusiastic about I, I still feel nervous and inferior.","What should I do? Although the editor is so enthusiastic, I still feel so nervous. Maybe I am not suitable for the book writing industry.",Emotional Reasoning
3228,"I are a homosexual, I feel very depressed, and no one around I understands I.",No one will ever truly love me. I have seen myself ending up alone in my life. What is the point of living?,Overgeneralization
3229,"I made a vow when I was Ing that I would have a successful career and a happy family. But when I grew up, I found that I had to work overtime even if I earned 3k a month. I had to pay rent and living expenses every month, and my savings were very little.",My life is such a failure. I can't even realize my childhood dreams.,All-or-nothing thinking
3230,"The hotel I booked tells I that it is full, so obviously I didn't get the room.","It’s all my fault for playing too much yesterday. If I had booked a room in advance, I would have been able to stay in a comfortable room.",No Distortion
3231,"I find that Ir friends seem to have slowly found their partners, but I are still alone.","We're all going to break up in the end anyway, so there's no point in talking about love. Being single is the best way to go.",All-or-nothing thinking
3232,I ate a lot of high-calorie foods but still couldn't lose weight.,Fat people are destined to be laughed at. Fat people don't deserve what they want. I feel so ashamed.,All-or-nothing thinking
3233,"I studied hard, expecting to do well on the test, but I just barely passed.",My teachers and parents won't love me anymore,Mind Reading
3234,"I thought I would definitely get a scholarship, but unfortunately it was not awarded.","If I can't even get a bonus, what else can I get in the future? My life is a failure.",All-or-nothing thinking
3235,"Unfortunately, I have been diagnosed with a mental illness.","If you are sick, you must accept it calmly and cure it. I must cooperate with the treatment and believe that I will recover soon.",No Distortion
3236,"The company I worked for previously went bankrupt due to poor performance, so I have been out of work for half a year.",I haven’t been able to find a job for so long. I’m really a useless loser that no one wants. I can’t do anything and I can’t learn anything. No wonder no company wants me!,Labeling
3237,I have been having insomnia lately.,"I never had insomnia before, but I suddenly have it recently. Do I have a terminal illness and am I going to die?",Fortune-telling
3238,"Ir superior has assigned I a workload that far exceeds Ir expectations, and I feel too tired.",I just entered the workplace and there was such a shady deal. It must be because a newcomer like me must have problems in all aspects. I am really a failure.,Overgeneralization
3239,"While walking on the road, a stray dog rushes up and bites I.","I must have scared the dog just now, otherwise why would it suddenly rush up to bite me? It's because I walked too fast and too suddenly.",Personalization
3240,Ir parents are dissatisfied with I because I have not met their expectations.,"I am so tired. I feel like a useless person. I just can't study well. I am too stupid, so I can't meet my parents' expectations.",Labeling
3241,"When I work with Ir colleagues, I feel that Ir burden is heavier and theirs is lighter.","I have long felt that the leader of our team dislikes me. He assigns difficult tasks to me, and if I fail to do them well, it is my responsibility. He is really a master at being friendly on the surface but doing bad things behind the scenes.",No Distortion
3242,"I forgot to bring Ir homework, so the teacher punished I by making I go to the back of the class.","Now, half of the teachers and classmates hate me, but you just don’t show it.",Mind Reading
3243,"I are working in another place, and suddenly a phone call comes in saying that Ir parents have passed away.","Birth, aging, sickness and death are things that everyone has to face. I will live on with strength.",No Distortion
3244,I have been having insomnia lately.,I have been suffering from insomnia recently. I heard from an expert online that poor sleep affects hair and that my hair will definitely fall out. It's terrible.,Fortune-telling
3245,"Ir husband is dissatisfied with I, saying that I don't have to do anything every day and just rely on him for support.","He must be having an affair, trying to get rid of me with this kind of talk",Mind Reading
3246,"I went to the cake shop and queued up to buy a cake, but the cake I wanted was sold out.",How annoying! How come they don't have any in stock when I come here? Buying a cake is such a hassle.,Emotional Reasoning
3247,"I are a successful attorney, but I are worried about losing a case in court.","It seems that failure is the theme of my life, and every attempt seems like a pre-determined setback.",Overgeneralization
3248,"People around I told others the secret that I liked a boy in the next class, and it even reached Ir ears.",Who is willing to disclose their secrets? Is there really no one in this world who respects privacy?,Overgeneralization
3249,"I recently stayed out all night, and Ir father talked to I, and his words were somewhat excited and angry.",My staying out all night is to realize my dream. I want freedom. They don't understand anything. I'd rather die than not be able to pursue my dream with my friends.,All-or-nothing thinking
3250,"While walking on the road, a stray dog rushes up and bites I.",Will I get rabies? I will definitely die.,Fortune-telling
3251,The epidemic did not pass quickly and became a norm.,"My health is not good, I will definitely be infected repeatedly and be disliked by everyone",Fortune-telling
3252,"I were forced to take nude photos, and I felt very uncomfortable but didn't dare to tell others.","I encountered such a thing, but no one was willing to listen to me. They must have thought that it was my own fault and they all couldn't understand me!",Mind Reading
3253,I are devastated when Ir beloved puppy passes away.,"The dog I had raised for so many years suddenly passed away, and my life from now on has been filled with a sense of longing and sadness.",Overgeneralization
3254,"I recently wanted to see Ir graduation photo, but I couldn't find it.",No one can understand my sadness. I was just deceiving myself before!,Mind Reading
3255,"I recently broke a bone, and every time I have to ask Ir friends to accompany I downstairs and take I to class.",My friend only took his own materials and didn't give me any. He wanted to take advantage of this opportunity to make me fall behind in my studies so that he could surpass me. He must be plotting against me.,Mind Reading
3256,"I recently stayed out all night, and Ir father talked to I, and his words were somewhat excited and angry.","I shouldn't have gone out to play. It's my fault that my father is angry. I didn't do what I should have done, and I feel guilty towards him.",Personalization
3257,"I want to have a grand wedding ceremony, but find that I don't have the money to pay the bride price.","As a man who can't even afford a wedding and can't even give a dowry, I am a failed man.",All-or-nothing thinking
3258,I are walking on the road and a truck comes and splashes water all over I.,This truck has ruined my good mood for the day. I'm not in the mood to go to work anymore. I'm going back to sleep.,Emotional Reasoning
3259,"I feel like I have a good relationship with Ir roommates every day, but I just can't fit in.",I should try to communicate with them so that we can become friends.,No Distortion
3260,"While walking on the road, a stray dog rushes up and bites I.",Why is this dog so blind and bites everyone it sees?,No Distortion
3261,I did not progress the project assigned to I by Ir teacher as scheduled and were criticized by Ir teacher.,"Every time you tell me, I don't want to work anymore.",Overgeneralization
3262,I are at the company and Xiao Zhang accidentally spills coffee all over I.,I'm unlucky as soon as I arrive at the company. This company is really not a place for people to stay.,Overgeneralization
3263,I feel sad because Ir boss has decided to reduce the salaries of all of Ir employees.,"Due to the epidemic, all industries are having a hard time doing business right now, so there is nothing we can do about it, so the boss has to reduce our salary.",No Distortion
3264,"I feel hungry while walking on the street, but there is no restaurant around.","Before I came here, I never thought about how there could be a restaurant in this place.",No Distortion
3265,"I had a big fight with Ir parents, and they were very sad afterwards, and I felt very guilty.","I will only say words that hurt them. From now on, I might as well shut up and never speak again in my life!",All-or-nothing thinking
3266,"I feel that Ir colleagues at work work very hard every day, which brings I pressure.",It’s so annoying to see them working so hard. I must be a lazy person. I will never be able to work as hard as they do in my entire life.,Labeling
3267,I just remembered the document Ir boss asked for yesterday and are preparing to send it to him today.,It's all my fault for being so careless that I forgot such an important thing.,No Distortion
3268,Ir boyfriend calls I and says he needs more space.,"He seeks space this time, next time he will seek freedom from me",Fortune-telling
3269,"When I applied for the job, HR said that I did not meet the requirements of our company.","In fact, I was not particularly eager to join that company. I went to the interview more because I wanted to try and train myself.",No Distortion
3270,Ir boyfriend calls I and says he needs more space.,He has been under a lot of stress lately and his request to me is completely normal. I understand his situation and am willing to support him through this difficult time.,No Distortion
3271,The father had recently lost his job and was drinking heavily.,Someone is playing tricks on me. How could this happen if I didn't do it?,Mind Reading
3272,I have always lived in a family with relatively poor economic conditions and Ir parents do not have a high income.,"My family is so poor, and even in such a developed society, we can only barely meet our needs. One day I will starve to death.",Personalization
3273,"As Ir children grow older, I and Ir spouse often have conflicts. If I look closely, I will find that the reason for Ir quarrels is related to the upbringing of Ir children.","I can't solve the problem of child rearing, which really bothers me",Emotional Reasoning
3274,"I have been working on a task, and I have made no progress this morning.",I wasted another morning and feel like a loser.,Labeling
3275,I bought a bag of duck necks and Ir throat got stuck while eating them.,"My throat must have been hurt, and I would have made a fool of myself. I would not have won the championship I had always dreamed of.",Fortune-telling
3276,I have been having insomnia lately.,I'm a poor insomniac.,Labeling
3277,"If I are a very introverted person, I have just arrived in a new environment and the people around I are relatively unfamiliar.","Come on, can you please stop doing team building? It makes me annoyed just thinking about it. Team building is actually useless.",Overgeneralization
3278,I have been diagnosed with a brain tumor and feel confused and scared.,I am just an unlucky guy. I am just unlucky. It is nothing strange that I have this brain tumor.,Labeling
3279,I are pushed to the point of explosion by Ir family's cold violence and become uncontrollably hysterical.,"The way they treated me made me feel like they wanted to abandon me from the beginning, they didn't love me, I was just a puppet.",Mind Reading
3280,"I recently broke a bone, and every time I have to ask Ir friends to accompany I downstairs and take I to class.",I am very lucky to have such a good friend who takes good care of me and never leaves me when I am in trouble.,No Distortion
3281,"We agreed to go out and play together, but I were stood up.",What's the point of playing alone? I shouldn't have agreed to let her go out to play in the first place.,Overgeneralization
3282,"I feel like I have a good relationship with Ir roommates every day, but I just can't fit in.",I'm a fool if I can't handle the relationship with my roommate,Labeling
3283,"This month, many Ing colleagues have come. They are very efficient and do a good job, which makes I feel a little anxious.","My young colleagues are so capable that they are beginning to look down on me, an old employee who has been working in the workplace for so many years but is still mediocre.",Fortune-telling
3284,"Today, the teacher assigned me a temporary, urgent and challenging task.",I can't finish this task. The teacher will think I didn't do it on purpose.,Mind Reading
3285,Frequent overtime work makes I feel too uncomfortable.,I haven't gotten off work on time in the past few days. I have completely lost my life and become numb to the things around me.,All-or-nothing thinking
3286,"While walking on the road, a stray dog rushes up and bites I.",Misfortunes often bring blessings. A blessing in disguise. Did it bite me? It's my bad luck in the past month. The money I spent on the vaccine can offset a bigger disaster. It's worth it.,No Distortion
3287,"I had an argument with Ir best friend, neither of I gave in and both expressed the desire to break up.","The conflict between me and her was largely due to my pettiness. It was because I was too narrow-minded. In fact, she did nothing wrong.",Personalization
3288,"Unfortunately, I have been diagnosed with a mental illness.","I got this disease because I didn't study hard and didn't listen to my mother and always went out to play. If I had been well behaved at home, I would not have gotten sick.",Personalization
3289,"Because of the epidemic recently, Ir cake shop business is not very good.",I have been unable to transfer money. I have elderly parents and young children to take care of. What should I do?,No Distortion
3290,Someone bullies I and says I are an unimportant person.,"How I feel worthless, flawed, untalented, meaningless, etc. I may be a bit paranoid",Labeling
3291,"The hotel I booked tells I that it is full, so it is obvious that I did not make a reservation.","I just don't have a good brain. If I had thought of this situation earlier, wouldn't I have booked it in advance? I am such a useless person.",Labeling
3292,"All Ir classmates have gone out and I are alone in the classroom, feeling a little lonely.",I feel so lonely and a failure. Why doesn't anyone want to be my friend? Am I really that bad?,Emotional Reasoning
3293,"When I work with Ir colleagues, I feel that Ir burden is heavier and theirs is lighter.","In this subconscious comparison, I gradually felt psychologically unbalanced. The work seemed to be less attractive to me than before, and I seemed to have lost interest in it.",Emotional Reasoning
3294,"I were forced to take nude photos, and I felt very uncomfortable but didn't dare to tell others.","In short, I am a weak person. When I encounter such things, my life loses its meaning. Telling others will only bring them trouble.",Overgeneralization
3295,"I remarried, and Ir two stepchildren refused to call I ""Dad"", saying that I were not their father at all and refused to be disciplined by him.","Without their approval, my future life will never be peaceful.",Fortune-telling
3296,"I feel that Ir colleagues at work work very hard every day, which brings I pressure.",It's because my ability is too low and I can't keep up with the pace of others.,Personalization
3297,I have been having insomnia lately.,"I had a conflict with my family recently and I felt guilty, so I couldn't sleep well.",Personalization
3298,I did not progress the project assigned to I by Ir teacher as scheduled and were criticized by Ir teacher.,"The teacher said that I care about me and want me to be better. If one day he ignores me, it will be the end.",No Distortion
3299,Ir boyfriend calls I and says he needs more space.,"No one loves me, including him. Everyone just thinks I am a burden.",Mind Reading
3300,"I feel hungry while walking on the street, but there is no restaurant around.","I am hungry today, and I feel like I might be hungry every day in the future. This fear seems to always linger in my mind.",Overgeneralization
3301,I and Ir classmates were playing games in an Internet cafe when the teacher suddenly came in and caught I.,The wrong behaviors that made my teachers angry and my parents ashamed were all caused by me.,Mind Reading
3302,"When someone says I look unhappy, it's as if they owe I money.","Life is such a failure. When I am in a bad mood, there is no one to comfort me.",Personalization
3303,I have always lived in a family with relatively poor economic conditions and Ir parents do not have a high income.,My family's financial situation has always been bad. I have to consider the price of everything I buy. I am such a poor bastard.,Labeling
3304,"I originally thought that I could be admitted to graduate school, but Ir name was not on the final list.",It's so disappointing. We already had expectations. It's more sad to give people hope and then be disappointed than to have no hope at all.,Emotional Reasoning
3305,"Unfortunately, I've been feeling very uncomfortable lately, but the specific illness hasn't been identified yet.","I’ve obviously been working a lot and under a lot of pressure lately, but I still can’t find out what the specific disease is. I’m so sad.",No Distortion
3306,I are in an important position but the salary does not match it yet.,"This salary is hard to support myself, let alone save money. It's really disappointing. No, I must change jobs. Although I have only been in this company for a short time, I must change jobs.",Emotional Reasoning
3307,"For the past month or two, I have woken up with back pain at least once a week.","I can't stand this much pain, it needs to end, the pain is unbearable.",Fortune-telling
3308,I are a doctor and a patient comes to make trouble.,The medical dispute was about to destroy my career and my future was snatched away by despair.,Fortune-telling
3309,"My grades weren't improving, and my father would turn his face away and ignore me as soon as he saw me.","I'm just a loner with nothing and even when I try to have something, it never works out. I try, try, even learn from my mistakes but I can't seem to do anything.",Labeling
3310,"In the heavy traffic, a car passed us.","He overtook me just to provoke me, so I will provoke him back! Wait, I will tell him not to go back now!",Emotional Reasoning
3311,"I are on a diet, but I secretly eat a cookie and I regret it very much.","I really want to not be a disgusting fat pig, but that's what I am, with my binge eating and depression issues.",Labeling
3312,I find out that I didn’t save the PPT I worked so hard on.,I spent several hours working on a PPT without saving it. I felt like I had wasted my time. This was how I wasted my life. I had ruined myself.,All-or-nothing thinking
3313,"I want to be tall, rich and handsome, but I don’t have money","Life will inevitably encounter difficulties from time to time, but there are many choices at present, and I still have many opportunities",No Distortion
3314,"I find it difficult to concentrate, Ir learning efficiency is low, and Ir mind is empty all day long","If I can't focus, I will never be able to become the person I want to be.",All-or-nothing thinking
3315,"My grades weren't improving, and my father would turn his face away and ignore me as soon as he saw me.","My birth was a mistake, it would be great if this mistake could be stopped now",All-or-nothing thinking
3316,I recently found the mistress’s WeChat in Ir father’s phone.,"Dad did this to get revenge on me and mom because we couldn't make money, so he wanted to throw us away.",Fortune-telling
3317,People around I say that I are difficult to get along with.,"I'm so difficult to get along with, I'm sure I'll never make friends in my life.",Emotional Reasoning
3318,The paper I worked so hard on was not recognized by Ir peers.,"No matter how I write, it won't be recognized. Maybe I'm not suitable for scientific research.",Fortune-telling
3319,"The test results are out, and Ir credit score has dropped again. Ir counselor tells I that I may be expelled.","I am a loser. If I don't study hard, I will be expelled from school.",Overgeneralization
3320,"I recently broke a bone, and every time I have to ask Ir friends to accompany I downstairs and take I to class.","In class, everyone always looks at my legs intentionally or unintentionally. They must be laughing at me.",Mind Reading
3321,"I have been in contact with Ir family less often, only sending text messages.","If I disturb them, they will be delayed from doing their work, and even the closest people will become distant. It is really difficult to get along with my parents.",Emotional Reasoning
3322,"I made a vow when I was Ing that I would have a successful career and a happy family. But when I grew up, I found that I had to work overtime even if I earned 3k a month. I had to pay rent and living expenses every month, and my savings were very little.","No matter how hard I try, I can't live a better life. I'm so sad. I might as well quit my job and go home to farm.",All-or-nothing thinking
3323,I go to a restaurant to eat and find a small bug in Ir food.,"I'm unlucky, this is common to me",Labeling
3324,"I are a senior now, but I have been struggling with whether to take the postgraduate entrance examination or work.","I'm going to work later and I'm pretty sure what percentage of people hate me, insecure or sharp, I can't tell.",Mind Reading
3325,"Ir roommate has a very different schedule from I, and I feel annoyed","I sleep so late every day with the desk lamp on, which may affect my roommates' sleep. They may have scolded me many times in their hearts.",Fortune-telling
3326,"I feel like I have a good relationship with Ir roommates every day, but I just can't fit in.",I've been an oddball since I was young and could never make friends. I'm still the same now after entering university. It's really useless.,Labeling
3327,My father often used the excuse of being busy with work to stay at the university and rarely came home even on weekends.,"They just hate me and think I'm useless, so they don't want to come back",Mind Reading
3328,"My mother and I discussed future plans. She mentioned many plans and expressed her concerns about the current situation, but I didn’t agree with some of them.","I don't have any ability to think independently, so how can anyone believe that I can have a good future?",Overgeneralization
3329,"I were preparing to run for president of the society. I prepared very hard and everyone around I thought I could be elected, but in the end, I unfortunately lost.",The fact that I was not selected will definitely make me feel uncomfortable. I will always be troubled by this problem.,Overgeneralization
3330,"I have a low income and Ir wife has a higher income, so I feel the pressure.",I am just a useless person who depends on my wife for support. I am useless.,Labeling
3331,"I take the initiative to say hello, but new classmates just respond indifferently.","I'm not familiar with my new classmates yet, so this is a bit abrupt",No Distortion
3332,"Unfortunately, I have been diagnosed with a mental illness.",I will definitely die. The treatment will cost a lot of money. The doctors will definitely let me wait for death instead of treating me.,Mind Reading
3333,I are not a good-looking child and I feel a little inferior.,"I am dark and short, and the world is not friendly to ugly people like me. Ugly people deserve to be discriminated against all their lives and live worse than others.",Emotional Reasoning
3334,I was seen wearing earrings outside school on weekends by my class teacher,What should I do? I have no way to explain it. I can only wait for the matter to be resolved.,Emotional Reasoning
3335,I have been very busy with work recently and have neglected the care of Ir children. I feel that I lack companionship with Ir children.,"I feel like as a mother, I am a complete failure for not taking good care of my child and I don't deserve to live.",All-or-nothing thinking
3336,I find that Ir roommate seems to be competing with I secretly.,He might say bad things about me to others.,Mind Reading
3337,"I feel hungry while walking on the street, but there is no restaurant around.",I am so unlucky just going out to eat. I will definitely be unlucky no matter what I do in the future. This unlucky life will never end.,Overgeneralization
3338,My father often used the excuse of being busy with work to stay at the university and rarely came home even on weekends.,"I understand that my parents work hard, but I really hope they can take time to come back and spend time with me. I feel very sad without my parents' company.",No Distortion
3339,I recently got pregnant and are feeling miserable.,I have to admit that older mothers have a much harder time than normal mothers.,No Distortion
3340,"I can't pay the rent, and the landlord asks I to move out immediately.","I don't have money to rent a house, so I'll just give up and live on the streets.",Emotional Reasoning
3341,"I are on a diet, but I secretly eat a cookie and I regret it very much.",Losing weight is so painful. I just want to reward myself with a cookie. But losing weight is an impossible thing.,Emotional Reasoning
3342,"I try to comfort Ir friend, but he gets angrier.",I'm sure I've done what I can. The rest is up to him.,No Distortion
3343,"People around I told others the secret that I liked a boy in the next class, and it even reached Ir ears.","There was a chance to express my feelings to him, and I couldn't miss it.",No Distortion
3344,"In the heavy traffic, a car passed us.",I am still scared. Public transportation is like a moving bomb. I never want to ride it again.,Overgeneralization
3345,"The weather forecast says it will be sunny tomorrow, but when I go out it starts to rain.","Everything is fake, the world will eventually be filled with lies and trust will no longer exist.",Overgeneralization
3346,"All Ir classmates have gone out and I are alone in the classroom, feeling a little lonely.","Try to make friends or be alone, extremely lonely, I am immersed in my own world",Emotional Reasoning
3347,"I thought I would definitely get a scholarship, but unfortunately it was not awarded.",What else can I do if I can't even get a scholarship? I can only stay at home and wait for death.,Overgeneralization
3348,"I recently broke a bone, and every time I have to ask Ir friends to accompany I downstairs and take I to class.","It's snowing outside again, making it harder to move around. I feel so sad, and I feel like I won't survive this winter. I'm destined to be crushed by this winter.",Fortune-telling
3349,I just remembered the document Ir boss asked for yesterday and are preparing to send it to him today.,I forgot about it when I was doing something yesterday. How could I be so stupid that I couldn't remember such a small thing?,No Distortion
3350,Someone bullies I and says I are an unimportant person.,"It is not his decision whether I am important or not. He only expressed his personal opinion, which means nothing to me.",No Distortion
3351,I bought a bag of duck necks and Ir throat got stuck while eating them.,"I have been eating too many snacks recently. This is a hint from life to me, telling me to control my appetite.",No Distortion
3352,"Recently, I feel dizzy when I stand up, and feel light-headed.",I have never had this problem before. I must be sick and there must be something wrong with my body.,Fortune-telling
3353,"I dream of marrying a prince charming, but in the end I only marry a husband I don’t like.","Marriage is so painful, I'd rather not get married",Overgeneralization
3354,I bought a bag of duck necks and Ir throat got stuck while eating them.,"The only thing I want to eat is duck neck, but I always get stuck. What's the point of living? It's fine if I have accomplished nothing, but eating something can cause trouble.",All-or-nothing thinking
3355,"As a girl, Ir menstrual period was ridiculed by Ir classmates.",I really hate those people who make fun of my period! Why don't they just die?,Emotional Reasoning
3356,I go to a restaurant to eat and find a small bug in Ir food.,"My family repeatedly reminded me not to eat out, but I refused to listen. This is my own fault.",Personalization
3357,"I were preparing to run for president of the society. I prepared very hard and everyone around I thought I could be elected, but in the end, I unfortunately lost.",I should work harder and improve myself so that I won't have any regrets the next time I have the same experience.,No Distortion
3358,"When I enter a new company, I find that the new company seems to be not much different from the old one.","If my former colleagues knew that I switched to a company like this, they would laugh at me to death.",Mind Reading
3359,"A friend asks I out for dinner, but I already have an appointment.","Once I rejected him, he would hate me from then on and our friendship would come to an end.",All-or-nothing thinking
3360,"Ir superior has assigned I a workload that far exceeds Ir expectations, and I feel too tired.",There is so much work to do. It is tiring and annoying. Why is Xiaomei always so relaxed? She goes in and out of the boss's office all day long. Maybe she is doing something shameful.,Mind Reading
3361,"I want to have a grand wedding ceremony, but find that I don't have the money to pay the bride price.",I will tell her family in advance that I don't have money now but I will work hard to earn it in the future and make up the betrothal money. I will never let her suffer any injustice.,No Distortion
3362,The elder who loved I the most unfortunately passed away,"Let me take a nap. When I woke up, I found that everything was just a dream. He would still smile and wave at me like before, cook my favorite food for me, and ask me if I had grown taller.",Emotional Reasoning
3363,"I were forced to take nude photos, and I felt very uncomfortable but didn't dare to tell others.","I have no desire to live anymore, I am just holding on_(_＿_)_",Emotional Reasoning
3364,The takeaway order was stolen.,"I am such an unlucky person! I only ordered takeout once recently, how could it be stolen?",Labeling
3365,"The test results are out, and Ir credit score has dropped again. Ir counselor tells I that I may be expelled.",Going to school is so painful. I know that going to school will bring pain and trouble to people.,Emotional Reasoning
3366,"I are preparing for the postgraduate entrance examination, I are under a lot of pressure and I are very worried.",It's just a postgraduate entrance exam. Why am I so worried? I have a poor ability to handle stress.,Labeling
3367,"The hotel I booked tells I that it is full, so obviously I didn't get the room.",My wife would definitely scold me because I clearly told her that I could book a room.,Mind Reading
3368,I are the Ingest child in the family and I feel neglected by Ir parents.,I will try to perform better so that my parents can see me.,No Distortion
3369,I have been diagnosed with a brain tumor and feel confused and scared.,"It's just a tumor. Everyone gets sick. If I die, it's my fate. I can't force it.",No Distortion
3370,"I are working in another place, and suddenly I get a call saying that Ir parents have passed away.","My parents passed away and I was so sad. I felt like a lonely, poor person and no one cared about me.",Emotional Reasoning
3371,"In order to improve his grades, I tutored him for a period of time. He got 75 points in the exam, but I are still not satisfied with this result.",This child has never given me peace of mind. I'm so worried about him.,Overgeneralization
3372,"I feel like I have a good relationship with Ir roommates every day, but I just can't fit in.","I was so negative, I felt like I didn't belong in this world and I was a burden to my family and friends.",Personalization
3373,"The husband thinks his wife is wasting money by buying clothes every week, and the wife thinks her husband gives too much money to his family.",Giving money to people like this all the time means supporting them for nothing their entire lives!,All-or-nothing thinking
3374,The sports meet is here and I broke Ir leg,The sports meet was terrible. I will never attend another one. I might as well take a day off and play at home.,Emotional Reasoning
3375,I bought a bag of duck necks and Ir throat got stuck while eating them.,"I was watching videos while eating duck neck, no wonder my neck got stuck. I have to be more careful when eating this kind of thing in the future.",No Distortion
3376,"Ir roommate goes out to study early every day, and I feel very stressed.","My roommate studies so hard, so I should work harder.",No Distortion
3377,I did not progress the project assigned to I by Ir teacher as scheduled and were criticized by Ir teacher.,What can a teacher who only takes out his anger on students do? He can only show off his power in front of his students.,Labeling
3378,"My mother and I discussed future plans. She mentioned many plans and expressed her concerns about the current situation, but I didn’t agree with some of them.","I am her guinea pig, living her dream life according to her plan. I hate this feeling.",Labeling
3379,"I forgot to bring Ir homework, so the teacher punished I by making I go to the back of the class.",I felt screwed. He would tell my parents. My world was in complete darkness.,All-or-nothing thinking
3380,I are pushed to the point of explosion by Ir family's cold violence and become uncontrollably hysterical.,"It's all my fault that I didn't dare to resist, that's why things turned out like this. I always let them do whatever they wanted, and I really deserve it.",Personalization
3381,"I made an investment, spent part of Ir money, and the investment failed.","As expected, investment is a bottomless pit and it is impossible to succeed.",Overgeneralization
3382,"I eat with Ir friend every day, and suddenly one day she doesn't come to eat with I.","Maybe I did something that made him feel uncomfortable, so in the end they all left me.",Personalization
3383,I and Ir roommate have been having a conflict lately.,"There may be some gaps between her and me, but I know my own charm clearly and I believe all problems will be solved.",No Distortion
3384,"The husband thinks his wife is wasting money by buying clothes every week, and the wife thinks her husband gives too much money to his family.","When you give everything to someone and they throw it away like it's nothing, that's my life",Fortune-telling
3385,I have failed the driving school exam many times and failed to learn how to drive.,"Seeing other people easily get their driver's licenses, I felt like the dumbest student in the driving school. It seemed like I would never be able to get a driver's license.",Overgeneralization
3386,"I are on a diet, but I secretly eat a cookie and I regret it very much.","I only ate one cookie, it won't affect anything! At worst I can just jog a little longer next time.",No Distortion
3387,"We agreed to go out and play together, but I were stood up.",He is a man who does not keep his word.,Labeling
3388,"When I are ready to leave home, Ir mother falls seriously ill. Something always happens at home that makes I afraid to leave home and go out to make a living.","I long to leave my family and explore the world, but my mother's health is not reassuring. I will leave after she recovers.",No Distortion
3389,"I are a senior now, but I have been struggling with whether to take the postgraduate entrance examination or work.","There are unsolvable problems at every stage, and I hate the feeling that this difficult choice will never end.",Overgeneralization
